24 0.2 0.398 x 10-4 0.050 0.211 0.211 14.92 11.94 5.17 19.8 -0.54 -3.10 -4.60 20.57 319
25 0.2 0.251 x 10-3 0.008 0.181 0.181 13.45 6.17 2.96 15.1 -0.03 -1.23 2.59 15.36 319
26 0.25 0.394 x 10-5 0.703 0.280 - 4.09 1.50 2.83 5.19 1.78 1.28 0.89 5.71 301
27 0.25 0.460 x 10-5 0.603 0.280 - 2.09 0.92 2.58 3.44 1.67 1.27 0.36 4.05 301
28 0.25 0.552 x 10-5 0.502 0.282 0.291 1.79 0.92 1.87 2.74 1.27 0.27 0.28 3.05 301
29 0.25 0.690 x 10-5 0.402 0.276 0.281 1.56 0.79 1.84 2.54 1.18 0.02 0.21 2.81 301
30 0.25 0.836 x 10-5 0.295 0.266 0.269 1.45 0.73 1.85 2.46 1.17 -0.23 0.27 2.75 319
31 0.25 0.106 x 10-4 0.233 0.261 0.262 1.29 0.66 1.77 2.29 1.16 -0.32 0.21 2.59 319
32 0.25 0.138 x 10-4 0.179 0.250 0.251 1.26 0.71 1.78 2.30 1.22 -0.28 0.41 2.65 319
33 0.25 0.230 x 10-4 0.107 0.245 0.245 1.40 1.50 2.33 3.11 1.92 -0.18 1.96 4.15 319
34 0.25 0.398 x 10-4 0.062 0.237 0.237 3.32 1.54 2.74 4.57 0.79 -0.67 -0.96 4.79 319
35 0.25 0.110 x 10-3 0.022 0.200 0.200 3.95 1.50 2.45 4.88 0.81 -0.17 -0.04 4.95 319
36 0.25 0.251 x 10-3 0.010 0.196 0.196 3.74 1.44 3.23 5.15 -0.17 -0.25 -0.58 5.19 319
37 0.25 0.394 x 10-3 0.006 0.195 0.195 4.15 1.50 3.58 5.68 1.49 -0.22 0.79 5.93 319
38 0.25 0.158 x 10-2 0.002 0.199 0.199 10.97 5.29 2.36 12.4 0.14 -0.17 2.67 12.69 301
39 0.35 0.512 x 10-5 0.758 0.350 - 3.42 1.50 3.33 5.00 1.95 0.85 0.37 5.45 301
40 0.35 0.512 x 10-5 0.675 0.437 - 22.06 12.78 1.80 25.6 -0.15 -1.02 0.68 25.59 319
41 0.35 0.610 x 10-5 0.636 0.358 - 5.74 11.03 4.78 13.3 0.64 3.76 1.03 13.89 301
42 0.35 0.662 x 10-5 0.586 0.336 0.351 2.07 0.91 1.88 2.94 1.20 0.41 0.33 3.22 301
43 0.35 0.828 x 10-5 0.469 0.335 0.344 1.82 0.93 1.90 2.80 1.25 -0.07 0.21 3.07 301
44 0.35 0.100 x 10-4 0.346 0.348 0.353 1.62 0.79 1.73 2.50 1.20 -0.28 0.29 2.80 319
45 0.35 0.127 x 10-4 0.272 0.326 0.329 1.43 0.79 1.80 2.43 1.16 -0.29 0.20 2.72 319
46 0.35 0.165 x 10-4 0.210 0.316 0.317 1.21 0.63 1.82 2.27 1.20 -0.28 0.26 2.59 319
47 0.35 0.320 x 10-4 0.108 0.299 0.299 1.14 0.72 2.51 2.85 2.25 -0.39 2.05 4.19 319
48 0.35 0.662 x 10-4 0.052 0.283 0.284 2.62 1.50 1.65 3.44 0.45 -0.24 -0.18 3.48 319
49 0.35 0.130 x 10-3 0.027 0.259 0.259 2.52 1.43 1.46 3.24 0.75 -0.33 0.06 3.35 319
50 0.35 0.220 x 10-3 0.016 0.242 0.242 2.67 1.50 1.95 3.63 1.11 -0.34 0.16 3.81 319
51 0.35 0.500 x 10-3 0.007 0.242 0.242 2.51 1.42 1.75 3.37 1.31 -0.25 1.12 3.79 319
52 0.35 0.251 x 10-2 0.001 0.202 0.202 9.97 4.55 1.47 11.1 0.35 0.16 0.77 11.09 319
53 0.4 0.883 x 10-5 0.502 0.354 0.365 3.86 1.50 2.56 4.87 1.29 0.52 0.16 5.07 301
54 0.4 0.110 x 10-4 0.403 0.372 0.378 2.18 0.88 2.20 3.22 1.48 0.04 0.22 3.55 301
55 0.4 0.133 x 10-4 0.297 0.357 0.360 1.97 0.88 1.98 2.93 1.34 -0.27 0.29 3.25 319
56 0.4 0.170 x 10-4 0.233 0.355 0.357 1.66 0.83 1.81 2.59 1.18 -0.31 0.09 2.86 319
57 0.4 0.220 x 10-4 0.180 0.336 0.337 1.45 0.78 1.80 2.44 1.25 -0.32 0.42 2.79 319
58 0.4 0.368 x 10-4 0.107 0.332 0.333 1.26 0.77 2.49 2.89 2.27 -0.33 2.14 4.27 319
59 0.4 0.883 x 10-4 0.045 0.321 0.321 2.71 1.50 1.49 3.44 0.98 -0.26 0.41 3.61 319
60 0.4 0.176 x 10-3 0.022 0.288 0.288 2.78 1.50 1.70 3.59 0.72 -0.32 -0.22 3.68 319
61 0.4 0.294 x 10-3 0.013 0.277 0.277 2.74 1.50 1.59 3.51 0.99 -0.28 0.33 3.67 319
62 0.4 0.631 x 10-3 0.006 0.261 0.261 2.74 1.50 2.00 3.71 1.28 -0.28 0.38 3.95 319
63 0.5 0.732 x 10-5 0.675 0.428 - 5.55 5.73 4.17 9.01 -0.49 -2.46 -0.38 9.36 319
64 0.5 0.860 x 10-5 0.645 0.443 - 3.74 9.17 3.57 10.5 0.58 2.86 0.70 10.95 301
65 0.5 0.158 x 10-4 0.313 0.429 0.433 3.53 1.48 2.33 4.48 1.22 -0.17 0.14 4.65 319
66 0.5 0.212 x 10-4 0.233 0.392 0.394 2.06 0.80 1.95 2.94 1.12 -0.25 -0.05 3.16 319
67 0.5 0.276 x 10-4 0.179 0.379 0.380 1.71 0.76 1.94 2.69 1.35 -0.30 0.39 3.05 319
68 0.5 0.398 x 10-4 0.124 0.367 0.368 1.48 0.81 2.57 3.07 2.32 -0.52 2.05 4.39 319
69 0.5 0.100 x 10-3 0.049 0.349 0.349 1.74 1.45 1.50 2.71 0.69 -0.32 -0.10 2.82 319
70 0.5 0.251 x 10-3 0.020 0.308 0.308 1.87 1.43 1.55 2.82 0.41 -0.24 -0.36 2.88 319
71 0.5 0.368 x 10-3 0.013 0.301 0.301 2.02 1.50 1.61 2.99 0.80 -0.23 0.16 3.10 319
72 0.5 0.800 x 10-3 0.006 0.288 0.288 2.04 1.38 1.46 2.87 0.91 -0.18 0.49 3.05 319
73 0.5 0.320 x 10-2 0.002 0.183 0.183 11.35 6.39 1.23 13.1 0.25 0.32 0.55 13.10 301
74 0.65 0.952 x 10-5 0.675 0.465 - 4.02 2.90 2.56 5.58 -0.17 -1.33 0.23 5.74 319
75 0.65 0.112 x 10-4 0.643 0.514 - 4.25 2.62 2.90 5.77 0.86 2.58 0.69 6.42 301
76 0.65 0.158 x 10-4 0.407 0.464 0.472 3.09 5.44 1.51 6.44 0.13 -0.01 0.55 6.46 319
77 0.65 0.164 x 10-4 0.439 0.509 0.520 3.02 7.28 2.37 8.23 0.42 1.05 0.38 8.32 301
78 0.65 0.398 x 10-4 0.161 0.475 0.476 2.73 0.68 2.31 3.64 1.43 -0.14 0.14 3.92 319
79 0.65 0.598 x 10-4 0.107 0.420 0.420 1.99 0.74 3.14 3.79 2.69 -0.23 2.11 5.11 319
80 0.65 0.100 x 10-3 0.064 0.410 0.411 2.08 1.47 1.98 3.23 1.00 -0.50 0.16 3.42 319
81 0.65 0.251 x 10-3 0.026 0.362 0.362 2.14 1.39 1.62 3.02 0.77 -0.17 0.51 3.17 319
82 0.65 0.478 x 10-3 0.013 0.333 0.333 2.29 1.50 1.87 3.31 0.83 -0.30 0.31 3.44 319
83 0.65 0.800 x 10-3 0.008 0.319 0.319 2.14 1.35 1.57 2.97 0.64 -0.18 0.34 3.06 319
84 0.65 0.320 x 10-2 0.002 0.225 0.225 5.80 3.18 1.19 6.72 0.27 0.00 0.74 6.77 319
85 0.85 0.124 x 10-4 0.677 0.553 - 2.57 2.52 2.20 4.22 -0.10 -1.01 0.01 4.34 319
86 0.85 0.138 x 10-4 0.683 0.616 - 5.20 9.45 5.07 11.9 0.72 4.08 1.06 12.66 301
87 0.85 0.200 x 10-4 0.471 0.602 0.617 2.96 2.12 2.03 4.17 0.62 1.39 0.49 4.46 301
88 0.85 0.200 x 10-4 0.420 0.613 0.625 1.95 5.36 1.58 5.92 0.25 0.31 0.54 5.96 319
89 0.85 0.398 x 10-4 0.211 0.561 0.564 2.02 1.85 1.75 3.26 0.29 0.49 0.42 3.33 319
90 0.85 0.500 x 10-4 0.168 0.544 0.546 2.92 4.52 2.32 5.86 0.41 0.24 0.24 5.89 319
91 0.85 0.100 x 10-3 0.084 0.502 0.503 2.65 3.78 3.74 5.94 0.17 1.73 0.08 6.19 319
92 0.85 0.251 x 10-3 0.033 0.398 0.399 5.99 2.98 2.29 7.08 -0.01 0.73 0.83 7.16 319
93 0.85 0.800 x 10-3 0.010 0.351 0.351 4.60 2.67 1.40 5.50 0.33 0.46 0.26 5.53 319
94 0.85 0.320 x 10-2 0.003 0.309 0.309 4.53 2.83 0.94 5.42 0.24 0.14 -0.07 5.43 301
95 1.2 0.176 x 10-4 0.674 0.591 - 2.56 2.16 2.60 4.24 -0.19 -0.35 0.06 4.26 319
96 1.2 0.200 x 10-4 0.665 0.742 - 3.60 8.36 3.64 9.80 0.57 2.88 0.92 10.27 301
97 1.2 0.200 x 10-4 0.593 0.669 0.699 2.62 2.51 1.31 3.86 0.14 -0.13 0.60 3.91 319
98 1.2 0.320 x 10-4 0.416 0.667 0.680 2.75 1.79 2.02 3.85 0.59 1.53 0.50 4.22 301
99 1.2 0.320 x 10-4 0.371 0.688 0.698 1.67 2.73 1.27 3.44 0.20 0.16 0.50 3.49 319
100 1.2 0.631 x 10-4 0.188 0.651 0.653 1.39 1.46 1.37 2.44 0.38 0.47 0.44 2.55 319
101 1.2 0.800 x 10-4 0.148 0.598 0.600 2.04 1.36 1.85 3.07 0.39 0.36 0.21 3.12 319
102 1.2 0.130 x 10-3 0.091 0.545 0.545 2.42 4.97 1.55 5.74 0.21 0.35 0.09 5.75 319
103 1.2 0.158 x 10-3 0.075 0.534 0.534 1.54 1.35 1.38 2.48 0.69 0.54 0.37 2.65 319
104 1.2 0.398 x 10-3 0.030 0.495 0.495 2.11 3.36 1.30 4.18 0.17 0.43 0.67 4.26 319
105 1.2 0.130 x 10-2 0.009 0.374 0.374 3.54 2.67 1.33 4.63 0.37 0.26 -0.09 4.65 319
106 1.2 0.500 x 10-2 0.002 0.299 0.299 4.50 2.61 1.49 5.41 0.14 0.51 -0.58 5.46 319
107 1.5 0.185 x 10-4 0.800 0.602 - 3.19 3.48 6.12 7.72 -0.26 8.31 0.08 11.35 319
108 1.5 0.220 x 10-4 0.675 0.695 - 1.94 1.78 1.69 3.14 0.03 0.97 0.16 3.29 319
109 1.5 0.320 x 10-4 0.520 0.821 0.847 1.17 3.20 2.12 4.02 0.60 5.18 0.43 6.60 301
110 1.5 0.320 x 10-4 0.463 0.755 0.774 1.73 2.15 1.13 2.98 0.17 0.20 0.41 3.02 319
111 1.5 0.500 x 10-4 0.296 0.763 0.770 1.04 1.98 1.07 2.48 0.32 0.74 0.52 2.66 319
112 1.5 0.800 x 10-4 0.185 0.702 0.705 1.26 2.15 1.31 2.81 0.36 0.32 0.52 2.90 319
113 1.5 0.130 x 10-3 0.114 0.649 0.649 1.46 2.43 1.49 3.20 0.35 0.46 0.54 3.30 319
114 1.5 0.200 x 10-3 0.074 0.616 0.616 2.07 2.86 1.59 3.87 0.36 0.37 -0.01 3.91 319
115 1.5 0.320 x 10-3 0.046 0.580 0.580 1.48 2.26 1.55 3.12 0.20 0.58 1.02 3.34 319
116 1.5 0.500 x 10-3 0.030 0.550 0.550 2.51 7.05 1.83 7.70 0.23 0.11 0.29 7.71 319
117 1.5 0.800 x 10-3 0.019 0.493 0.493 2.36 2.47 1.29 3.65 0.34 0.38 0.11 3.69 319
118 1.5 0.100 x 10-2 0.015 0.465 0.465 5.21 3.74 1.31 6.55 0.38 0.02 0.56 6.58 319
119 1.5 0.320 x 10-2 0.005 0.412 0.412 2.30 2.04 1.34 3.36 0.43 0.18 -0.61 3.45 301
120 1.5 0.130 x 10-1 0.001 0.324 0.324 4.01 2.49 4.81 6.74 -0.29 1.08 -1.42 6.98 319
121 2. 0.247 x 10-4 0.800 0.766 - 2.33 2.70 4.62 5.84 -0.03 6.20 -0.06 8.52 319
122 2. 0.293 x 10-4 0.675 0.787 - 1.49 1.65 1.53 2.70 0.06 0.93 0.02 2.86 319
123 2. 0.327 x 10-4 0.678 0.855 - 2.66 2.13 2.86 4.45 0.81 3.72 0.56 5.88 301
124 2. 0.500 x 10-4 0.443 0.859 0.863 1.31 1.64 1.20 2.42 0.44 1.55 0.39 2.93 301
125 2. 0.500 x 10-4 0.395 0.825 0.830 1.52 1.93 0.91 2.62 0.23 0.29 0.33 2.67 319
126 2. 0.800 x 10-4 0.247 0.764 0.765 0.97 1.34 0.89 1.88 0.34 0.21 0.42 1.97 319
127 2. 0.130 x 10-3 0.152 0.727 0.727 1.10 1.30 0.98 1.97 0.32 0.17 0.31 2.03 319
128 2. 0.200 x 10-3 0.099 0.684 0.684 1.12 1.32 1.12 2.06 0.42 0.31 -0.05 2.12 319
129 2. 0.320 x 10-3 0.062 0.631 0.631 1.01 1.65 1.23 2.29 0.27 0.13 0.38 2.34 319
130 2. 0.500 x 10-3 0.040 0.578 0.578 1.17 2.04 1.30 2.69 0.25 -0.13 0.40 2.73 319
131 2. 0.100 x 10-2 0.020 0.512 0.512 0.98 1.79 1.00 2.28 0.28 0.08 -0.11 2.30 319
132 2. 0.320 x 10-2 0.006 0.428 0.428 1.07 1.89 1.40 2.59 0.40 0.17 -0.84 2.76 319
133 2. 0.130 x 10-1 0.002 0.358 0.358 2.39 2.13 3.97 5.10 -0.14 0.89 -1.21 5.32 301
134 2.7 0.309 x 10-4 0.864 0.855 - 2.47 2.67 3.33 4.93 0.06 4.62 0.25 6.76 319
135 2.7 0.366 x 10-4 0.729 0.881 - 2.29 2.29 1.72 3.67 0.09 2.19 0.05 4.27 319
136 2.7 0.409 x 10-4 0.732 0.975 - 1.54 6.21 1.93 6.68 0.57 4.64 0.61 8.18 301
137 2.7 0.500 x 10-4 0.599 0.894 0.913 1.06 1.27 1.30 2.11 0.77 2.43 0.54 3.35 301
138 2.7 0.500 x 10-4 0.534 0.882 0.901 1.51 1.65 0.93 2.42 0.17 0.41 0.10 2.46 319
139 2.7 0.800 x 10-4 0.374 0.892 0.899 3.28 1.00 1.81 3.87 0.39 0.65 0.75 4.02 301
140 2.7 0.800 x 10-4 0.333 0.886 0.892 0.72 1.03 0.73 1.45 0.29 0.40 0.30 1.56 319
141 2.7 0.130 x 10-3 0.205 0.804 0.806 0.62 0.87 0.69 1.28 0.40 -0.02 0.24 1.36 319
142 2.7 0.200 x 10-3 0.133 0.780 0.780 0.76 1.61 0.83 1.96 0.30 0.28 0.10 2.01 319
143 2.7 0.320 x 10-3 0.083 0.702 0.702 0.84 1.27 0.86 1.75 0.44 0.20 0.09 1.82 319
144 2.7 0.500 x 10-3 0.053 0.647 0.647 0.69 1.35 0.96 1.79 0.33 0.06 0.30 1.84 319
145 2.7 0.800 x 10-3 0.033 0.596 0.596 0.87 1.84 0.80 2.19 0.28 0.10 0.20 2.22 319
146 2.7 0.130 x 10-2 0.021 0.570 0.570 0.68 1.63 0.90 1.98 0.33 0.04 -0.16 2.02 319
147 2.7 0.200 x 10-2 0.013 0.484 0.484 0.90 2.74 0.90 3.02 0.22 0.16 0.33 3.05 319
148 2.7 0.500 x 10-2 0.005 0.460 0.460 0.74 1.82 1.37 2.40 0.38 0.24 -0.90 2.60 319
149 2.7 0.200 x 10-1 0.001 0.358 0.358 2.54 2.45 7.39 8.19 -0.52 1.25 -1.80 8.49 319
150 3.5 0.432 x 10-4 0.800 0.868 - 3.10 2.83 3.74 5.63 -0.07 4.91 -0.32 7.48 319
151 3.5 0.512 x 10-4 0.675 0.937 - 2.17 2.25 1.66 3.54 0.10 2.04 -0.01 4.09 319
152 3.5 0.573 x 10-4 0.677 1.017 - 1.94 3.35 2.64 4.69 1.16 4.70 0.56 6.76 301
153 3.5 0.800 x 10-4 0.485 0.979 0.997 0.98 1.22 1.02 1.87 0.37 1.71 0.43 2.59 301
154 3.5 0.800 x 10-4 0.432 0.954 0.972 1.26 1.67 0.80 2.24 0.21 0.37 0.14 2.28 319
155 3.5 0.130 x 10-3 0.266 0.922 0.928 0.66 0.86 0.67 1.27 0.27 0.14 0.26 1.33 319
156 3.5 0.200 x 10-3 0.173 0.858 0.860 0.68 0.83 0.69 1.28 0.27 -0.09 0.21 1.32 319
157 3.5 0.320 x 10-3 0.108 0.795 0.796 0.72 0.88 0.75 1.36 0.44 0.17 0.04 1.44 319
158 3.5 0.500 x 10-3 0.069 0.754 0.754 0.75 1.17 0.77 1.59 0.24 0.14 0.33 1.65 319
159 3.5 0.800 x 10-3 0.043 0.663 0.663 0.67 1.16 0.80 1.56 0.23 -0.22 0.24 1.61 319
160 3.5 0.130 x 10-2 0.027 0.627 0.627 0.87 1.38 0.86 1.84 0.29 0.20 0.17 1.88 319
161 3.5 0.200 x 10-2 0.017 0.571 0.571 0.51 0.87 0.73 1.24 0.33 0.03 0.15 1.30 319
162 3.5 0.800 x 10-2 0.004 0.463 0.463 0.59 1.12 1.03 1.64 0.38 0.13 0.00 1.68 319
163 4.5 0.618 x 10-4 0.720 0.957 - 3.13 2.78 3.52 5.47 0.16 4.80 0.70 7.32 319
164 4.5 0.732 x 10-4 0.607 1.018 - 1.60 2.21 1.11 2.94 0.13 1.06 -0.01 3.13 319
165 4.5 0.818 x 10-4 0.610 1.118 - 1.60 1.06 1.45 2.40 0.84 2.58 0.61 3.67 301
166 4.5 0.130 x 10-3 0.384 1.015 1.029 1.02 1.68 0.81 2.12 0.31 0.61 0.35 2.26 301
167 4.5 0.130 x 10-3 0.342 1.031 1.045 1.30 1.00 0.70 1.78 0.30 0.33 0.21 1.85 319
168 4.5 0.200 x 10-3 0.222 0.967 0.972 0.74 0.91 0.71 1.37 0.32 -0.02 0.25 1.42 319
169 4.5 0.320 x 10-3 0.139 0.898 0.899 0.80 0.96 0.66 1.41 0.22 0.00 0.14 1.44 319
170 4.5 0.500 x 10-3 0.089 0.800 0.801 0.83 0.88 0.74 1.42 0.46 -0.02 0.25 1.52 319
171 4.5 0.800 x 10-3 0.056 0.724 0.724 0.82 1.29 0.76 1.70 0.22 -0.11 0.16 1.73 319
172 4.5 0.130 x 10-2 0.034 0.669 0.669 0.85 1.31 0.87 1.78 0.26 0.00 0.09 1.80 319
173 4.5 0.200 x 10-2 0.022 0.618 0.618 0.88 1.31 0.79 1.77 0.20 -0.34 0.24 1.83 319
174 4.5 0.320 x 10-2 0.014 0.575 0.575 0.67 1.23 0.86 1.64 0.28 0.10 0.29 1.70 319
175 4.5 0.130 x 10-1 0.003 0.432 0.432 0.71 1.86 1.46 2.46 0.25 0.34 0.74 2.61 319
176 6.5 0.803 x 10-4 0.800 1.078 - 3.11 2.64 2.44 4.76 0.08 3.33 0.12 5.81 319
177 6.5 0.951 x 10-4 0.757 1.165 - 2.41 0.99 2.80 3.82 0.70 4.23 0.47 5.76 301
178 6.5 0.951 x 10-4 0.675 1.050 - 2.96 2.31 1.64 4.10 0.09 2.09 0.03 4.60 319
179 6.5 0.130 x 10-3 0.554 1.180 1.227 1.11 0.60 1.04 1.63 0.43 1.84 0.39 2.53 301
180 6.5 0.130 x 10-3 0.494 1.122 1.167 1.67 2.22 0.83 2.90 0.17 0.20 0.01 2.91 319
181 6.5 0.200 x 10-3 0.360 1.118 1.134 1.15 1.41 0.78 1.98 0.32 0.29 0.41 2.07 301
182 6.5 0.200 x 10-3 0.321 1.131 1.147 1.08 0.63 0.69 1.43 0.20 0.29 0.24 1.49 319
183 6.5 0.320 x 10-3 0.201 1.006 1.010 0.78 0.73 0.67 1.26 0.25 -0.18 0.10 1.31 319
184 6.5 0.500 x 10-3 0.128 0.938 0.939 0.74 1.16 0.73 1.56 0.22 0.17 0.13 1.59 319
185 6.5 0.800 x 10-3 0.080 0.857 0.857 0.79 0.89 0.73 1.40 0.36 0.01 0.30 1.47 319
186 6.5 0.130 x 10-2 0.049 0.761 0.761 0.80 1.08 0.72 1.52 0.21 -0.02 0.11 1.54 319
187 6.5 0.200 x 10-2 0.032 0.699 0.699 0.75 0.87 0.69 1.34 0.11 -0.05 0.30 1.38 319
188 6.5 0.320 x 10-2 0.020 0.644 0.644 0.67 1.20 0.83 1.61 0.25 0.07 0.11 1.63 319
189 6.5 0.500 x 10-2 0.013 0.581 0.581 0.94 0.85 0.89 1.54 0.16 0.05 0.28 1.58 319
190 6.5 0.130 x 10-1 0.005 0.485 0.485 0.68 1.82 1.25 2.31 0.24 0.24 0.81 2.47 319
191 6.5 0.200 x 10-1 0.003 0.497 0.497 1.14 1.89 1.59 2.72 0.26 -0.03 0.39 2.76 319
192 8.5 0.105 x 10-3 0.800 1.178 - 3.72 2.80 2.14 5.13 0.10 2.88 0.45 5.90 319
193 8.5 0.124 x 10-3 0.675 1.209 - 2.26 2.28 1.05 3.38 0.12 0.92 -0.04 3.50 319
194 8.5 0.139 x 10-3 0.678 1.181 - 1.59 1.25 2.32 3.08 0.84 5.61 0.51 6.47 301
195 8.5 0.200 x 10-3 0.471 1.221 1.258 1.07 0.81 0.83 1.58 0.31 1.07 0.27 1.95 301
196 8.5 0.200 x 10-3 0.420 1.178 1.213 1.52 2.22 0.79 2.80 0.18 0.03 -0.01 2.81 319
197 8.5 0.320 x 10-3 0.262 1.115 1.126 0.85 0.84 0.66 1.36 0.32 -0.05 0.16 1.41 319
198 8.5 0.500 x 10-3 0.168 1.022 1.026 0.81 0.93 0.67 1.40 0.22 -0.19 0.15 1.44 319
199 8.5 0.800 x 10-3 0.105 0.936 0.937 0.88 0.80 0.69 1.38 0.23 -0.03 0.09 1.40 319
200 8.5 0.130 x 10-2 0.065 0.844 0.845 0.91 0.83 0.68 1.41 0.23 0.02 0.25 1.45 319
201 8.5 0.200 x 10-2 0.042 0.773 0.773 0.98 1.32 0.76 1.81 0.19 -0.02 0.14 1.83 319
202 8.5 0.320 x 10-2 0.026 0.664 0.664 1.03 1.33 0.82 1.87 0.17 -0.22 0.27 1.91 319
203 8.5 0.500 x 10-2 0.017 0.635 0.635 0.76 1.25 0.80 1.67 0.25 0.03 0.37 1.73 319
204 8.5 0.200 x 10-1 0.004 0.458 0.458 0.82 1.85 1.58 2.57 0.14 0.42 0.44 2.64 319
205 10. 0.130 x 10-3 0.853 1.141 - 4.39 1.41 3.68 5.90 1.21 4.94 0.71 7.83 301
206 10. 0.200 x 10-3 0.554 1.248 1.306 2.10 1.33 1.34 2.83 0.57 1.54 0.23 3.28 301
207 10. 0.320 x 10-3 0.309 1.153 1.169 1.90 1.12 0.84 2.36 0.37 0.28 -0.03 2.41 319
208 10. 0.500 x 10-3 0.198 1.069 1.074 1.77 1.19 0.76 2.26 0.17 -0.06 -0.22 2.28 319
209 10. 0.800 x 10-3 0.124 0.983 0.985 1.83 1.31 0.73 2.37 0.20 -0.11 -0.09 2.38 319
210 10. 0.130 x 10-2 0.076 0.898 0.899 2.11 1.21 0.93 2.61 -0.01 0.01 -0.03 2.61 319
211 10. 0.200 x 10-2 0.049 0.809 0.809 2.03 1.77 0.80 2.81 0.23 0.04 0.39 2.85 319
212 10. 0.500 x 10-2 0.020 0.633 0.633 1.11 0.77 0.82 1.58 0.19 0.02 0.47 1.66 319
213 10. 0.200 x 10-1 0.005 0.516 0.516 1.05 1.27 1.28 2.09 0.33 -0.01 0.51 2.17 319
214 12. 0.161 x 10-3 0.826 1.238 - 4.10 3.78 0.93 5.65 0.34 0.21 0.04 5.67 301
215 12. 0.200 x 10-3 0.665 1.293 - 1.19 1.34 1.86 2.59 0.80 2.58 0.35 3.75 301
216 12. 0.200 x 10-3 0.593 1.314 1.414 1.21 0.71 2.41 2.79 0.28 2.59 0.12 3.82 319
217 12. 0.320 x 10-3 0.416 1.233 1.262 0.78 1.51 0.85 1.90 0.39 0.63 0.27 2.06 301
218 12. 0.320 x 10-3 0.371 1.233 1.262 0.81 0.59 0.74 1.25 0.27 0.55 0.13 1.40 319
219 12. 0.500 x 10-3 0.237 1.153 1.163 0.54 0.66 0.65 1.07 0.27 0.13 0.09 1.12 319
220 12. 0.800 x 10-3 0.148 1.056 1.059 0.68 0.56 0.64 1.08 0.25 -0.01 0.13 1.12 319
221 12. 0.130 x 10-2 0.091 0.941 0.942 1.02 0.83 0.65 1.47 0.21 -0.08 0.18 1.50 319
222 12. 0.200 x 10-2 0.059 0.856 0.857 1.03 0.94 0.65 1.54 0.10 -0.02 0.15 1.55 319
223 12. 0.320 x 10-2 0.037 0.757 0.758 1.12 1.36 0.75 1.91 0.17 -0.13 0.27 1.94 319
224 12. 0.500 x 10-2 0.024 0.682 0.682 0.85 1.26 0.80 1.72 0.22 0.08 0.13 1.74 319
